Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,91.550003,92.07,90.190002,90.279999,90.279999,491700
2016-01-04,88.800003,89.41999799999999,84.769997,85.239998,85.239998,637700
2016-01-05,85.199997,87.300003,83.739998,85.0,85.0,469500
2016-01-06,84.010002,87.129997,83.75,85.300003,85.300003,607100
2016-01-07,83.709999,84.879997,81.91999799999999,81.91999799999999,81.91999799999999,565300
2016-01-08,82.660004,85.709999,82.660004,84.58000200000001,84.58000200000001,643900
2016-01-11,85.129997,86.459999,83.019997,85.0,85.0,654600
2016-01-12,87.559998,90.82,86.279999,88.32,88.32,993900
2016-01-13,88.959999,90.709999,85.519997,85.809998,85.809998,543500
2016-01-14,86.099998,88.410004,83.209999,87.879997,87.879997,577900
2016-01-15,85.160004,87.82,84.550003,87.410004,87.410004,604800
2016-01-19,88.599998,88.959999,84.279999,86.25,86.25,426100
2016-01-20,84.75,84.790001,79.190002,83.16999799999999,83.16999799999999,942400
2016-01-21,83.41999799999999,84.0,81.459999,82.940002,82.940002,606300
2016-01-22,84.230003,86.760002,83.629997,86.68,86.68,563100
2016-01-25,86.660004,90.459999,86.519997,89.290001,89.290001,663000
2016-01-26,89.519997,90.230003,85.980003,86.620003,86.620003,588100
2016-01-27,86.529999,87.099998,83.019997,83.349998,83.349998,419800
2016-01-28,83.790001,84.75,80.220001,81.769997,81.769997,515900
2016-01-29,81.959999,85.489998,81.339996,85.33000200000001,85.33000200000001,608500
2016-02-01,84.129997,86.120003,82.010002,85.459999,85.459999,389800
2016-02-02,84.870003,85.25,83.739998,84.480003,84.480003,405300
2016-02-03,84.889999,87.0,83.730003,84.809998,84.809998,974200
2016-02-04,89.519997,92.57,87.260002,92.0,92.0,2240200
2016-02-05,92.0,92.5,81.089996,81.529999,81.529999,1516600
2016-02-08,80.589996,81.379997,67.809998,71.160004,71.160004,2753100
2016-02-09,70.5,72.940002,68.540001,71.0,71.0,879900
2016-02-10,71.980003,73.980003,71.550003,72.379997,72.379997,582900
2016-02-11,70.839996,73.220001,69.139999,72.769997,72.769997,611400
2016-02-12,73.440002,74.370003,70.75,73.029999,73.029999,860900
2016-02-16,74.0,78.779999,73.720001,78.360001,78.360001,711200
2016-02-17,78.68,79.980003,77.0,77.449997,77.449997,697000
2016-02-18,77.769997,80.410004,77.769997,79.510002,79.510002,913800
2016-02-19,79.099998,81.68,78.459999,81.32,81.32,423600
2016-02-22,81.889999,82.989998,80.5,82.449997,82.449997,389900
2016-02-23,82.519997,83.730003,81.589996,82.07,82.07,407000
2016-02-24,80.540001,81.41999799999999,79.230003,80.889999,80.889999,970700
2016-02-25,81.199997,82.379997,81.0,82.0,82.0,533000
2016-02-26,82.33000200000001,82.550003,80.349998,80.650002,80.650002,460000
2016-02-29,80.400002,81.33000200000001,79.870003,80.010002,80.010002,542200
2016-03-01,80.75,84.18,79.620003,83.989998,83.989998,602300
2016-03-02,84.150002,84.150002,81.790001,82.209999,82.209999,475500
2016-03-03,82.040001,83.190002,81.379997,83.059998,83.059998,337000
2016-03-04,82.709999,84.959999,81.760002,84.0,84.0,495800
2016-03-07,84.089996,85.739998,82.860001,85.18,85.18,368500
2016-03-08,84.860001,86.129997,83.900002,84.25,84.25,372900
2016-03-09,84.550003,87.900002,84.16999799999999,87.400002,87.400002,640800
2016-03-10,87.970001,89.0,85.800003,85.980003,85.980003,596500
2016-03-11,86.699997,87.82,85.360001,87.660004,87.660004,446100
2016-03-14,87.199997,88.57,86.839996,88.209999,88.209999,284800
2016-03-15,88.029999,88.66999799999999,85.68,87.339996,87.339996,406700
2016-03-16,86.879997,87.83000200000001,84.620003,85.66999799999999,85.66999799999999,242500
2016-03-17,85.599998,86.150002,83.360001,85.57,85.57,426500
2016-03-18,86.0,88.650002,85.68,87.529999,87.529999,415000
2016-03-21,87.110001,89.389999,87.110001,88.879997,88.879997,340100
2016-03-22,88.400002,93.66999799999999,87.870003,93.5,93.5,823800
2016-03-23,93.199997,93.790001,91.510002,91.540001,91.540001,470200
2016-03-24,90.699997,90.739998,89.019997,90.599998,90.599998,356500
2016-03-28,91.360001,92.480003,90.269997,90.480003,90.480003,859300
2016-03-29,89.989998,93.16999799999999,89.739998,93.110001,93.110001,6381400
2016-03-30,93.739998,94.209999,92.93,93.029999,93.029999,890000
2016-03-31,92.790001,95.209999,92.050003,94.809998,94.809998,750300
2016-04-01,94.620003,97.0,93.739998,96.58000200000001,96.58000200000001,638400
2016-04-04,96.639999,97.489998,95.489998,95.699997,95.699997,508700
2016-04-05,95.059998,96.0,94.029999,95.139999,95.139999,561900
2016-04-06,94.91999799999999,97.760002,94.279999,97.220001,97.220001,684100
2016-04-07,96.970001,97.010002,94.540001,95.639999,95.639999,580300
2016-04-08,99.0,99.0,93.900002,96.25,96.25,634200
2016-04-11,96.449997,96.739998,94.889999,95.099998,95.099998,386400
2016-04-12,95.019997,96.410004,94.860001,96.18,96.18,625200
2016-04-13,96.629997,98.980003,95.910004,98.57,98.57,526000
2016-04-14,98.75,98.91999799999999,97.0,97.370003,97.370003,397000
2016-04-15,96.860001,98.400002,95.809998,98.220001,98.220001,509000
2016-04-18,97.660004,101.389999,97.629997,101.16999799999999,101.16999799999999,624500
2016-04-19,101.769997,103.16999799999999,100.040001,100.379997,100.379997,825000
2016-04-20,100.769997,102.620003,100.300003,101.639999,101.639999,595300
2016-04-21,101.379997,102.779999,101.010002,102.120003,102.120003,386600
2016-04-22,100.639999,103.120003,100.639999,101.83000200000001,101.83000200000001,410500
2016-04-25,101.5,102.339996,101.07,102.300003,102.300003,315500
2016-04-26,102.370003,102.57,100.839996,102.029999,102.029999,333900
2016-04-27,101.730003,102.410004,100.550003,102.050003,102.050003,263000
2016-04-28,99.5,102.43,98.599998,99.940002,99.940002,561700
2016-04-29,99.379997,100.0,95.93,97.139999,97.139999,922100
2016-05-02,97.610001,100.769997,97.610001,99.260002,99.260002,898000
2016-05-03,101.059998,101.400002,96.389999,98.900002,98.900002,1641100
2016-05-04,98.91999799999999,99.349998,94.410004,94.889999,94.889999,802100
2016-05-05,94.879997,96.290001,93.449997,94.769997,94.769997,609600
2016-05-06,93.82,95.949997,93.0,94.940002,94.940002,503800
2016-05-09,94.58000200000001,96.860001,93.91999799999999,96.410004,96.410004,408700
2016-05-10,97.099998,97.839996,95.5,96.75,96.75,478500
2016-05-11,96.279999,97.800003,96.0,96.099998,96.099998,413700
2016-05-12,96.18,96.639999,92.849998,94.269997,94.269997,419800
2016-05-13,94.0,95.389999,93.519997,94.08000200000001,94.08000200000001,298400
2016-05-16,94.440002,97.220001,93.279999,96.41999799999999,96.41999799999999,466800
2016-05-17,95.690002,96.41999799999999,93.489998,94.129997,94.129997,478400
2016-05-18,93.75,95.349998,92.029999,95.059998,95.059998,539100
2016-05-19,94.32,96.089996,93.110001,95.360001,95.360001,446800
2016-05-20,96.0,97.32,94.809998,97.279999,97.279999,390900
2016-05-23,96.879997,97.529999,95.82,96.989998,96.989998,326500
2016-05-24,97.599998,99.82,97.400002,99.620003,99.620003,428800
2016-05-25,99.809998,99.949997,98.800003,98.940002,98.940002,402500
2016-05-26,99.43,99.610001,98.510002,98.800003,98.800003,289300
2016-05-27,98.809998,99.849998,98.379997,99.739998,99.739998,321200
2016-05-31,99.220001,100.709999,98.83000200000001,99.309998,99.309998,466700
2016-06-01,98.980003,102.029999,98.690002,101.58000200000001,101.58000200000001,401200
